파일명,정답_텍스트,추출_텍스트,추출_QR,글자인식_정확도(%)
normal_0327.png,[11번가] 상품 출고 안내 송장번호: CJ2915726902 기분 좋은 만남이 되도록 안전하게 배송하겠습니다.,[11번가] 상품 출고 안내 송장번호:CJ2915726902. 기분 좋은 만남이 되도록 안전하게 배송하겠습니다.,,99.03
normal_0328.png,(광고) [올리브영] [올영세일] 오늘이 마지막! 최대 70% 할인 + 선착순 쿠폰 팩 증정. 지금 가까운 매장이나 '오늘드림'으로 만나보세요. 무료수신거부 080-908-2498,(광고)[올리브영] [올영세일] 오늘이 마지막!최대 70% 할인 +선 착순 쿠폰 팩 증정. 지금 가까운 매장이나'오늘드림'으로 만나보세 요. 무료수신거부 080-908-2498,,100
normal_0329.png,(광고) [다이소] 신규 컬렉션 런칭! 오직 다이소에서만 만날 수 있는 단독 할인 혜택을 확인하세요. 혜택: 전 상품 11% 쿠폰 제공 무료수신거부 080-803-7647,(광고) [다이소] 신규 컬렉션 런칭! 오직 다이소에서만 만날 수 있는 영어릉은를늦 혜택: 전 상품11% 쿠폰 제공 무료수신거부 080-803-7647,,86.52
normal_0330.png,"교수님, 차세대 보안 솔루션 조장 한준영입니다. 이번 주 오전 10시 30분에 상담 가능하신가요?","교수님,차세대 보안 솔루션 조장 한준영입니다.이 번 주 오전 10시 30분에 상담 가능하신가요?",,100
normal_0331.png,(광고) [야놀자] 고객님의 포인트 1476P가 3일 뒤 소멸 예정입니다. 사라지기 전에 여행 계획 세워보세요! 무료수신거부 080-747-6179,(광고) [야놀자] 고객님의 포인트 1476P가 3일 뒤 소멸 예정입니 다.사라지기 전에 여행 계획 세워보세요! 무료수신거부 080-747-6179,,100
normal_0332.png,"조세희 씨, 아까 공유해준 고객 만족도 조사 파일 수정사항 반영해서 다시 전달 부탁해요.","조세희 씨,아까 공유해준 고객 만족도 조사 파 일 수정사항 반영해서 다시 전달 부탁해요.",,100
normal_0333.png,"조세희 님, 이번 주 목요일 연차 신청 인트라넷에 상신했습니다. 신규 플랫폼 런칭 인계해두었습니다.","조세희 님,이번 주 목요일 연차 신청 인트라넷 에 상신했습니다.신규 플랫폼 런칭 인계해두었 습니다.",,100
normal_0334.png,오늘 오전 외부 미팅으로 인해 내일 오전 중에 사무실 복귀 예정입니다. 급한 건은 전화 주세요.,오늘 오전 외부 미팅으로 인해 내일 오전 중에 사무실 복귀 예정입니다.급한 건은 전화 주세 요.,,100
normal_0335.png,(광고) [스타벅스] Winter 시즌 음료 출시! 사이렌 오더로 주문 시 별 3개 추가 적립 혜택을 드립니다. 대상: 스타벅스 리워드 회원 기간: ~03/29 무료수신거부 080-986-6878,(광고) [스타벅스] Winter 시즌 음료 출시!사이렌 오더로 주문 시 별 3개 추가 적립 혜택을 드립니다. 대상:스타벅스 리워드 회원 기간:~03/29 무료수신거부 080-986-6878,,100
normal_0336.png,"강민석야, 우리 캡스톤 디자인 발표 자료 구글 드라이브에 올려놨어. 확인해봐. https://gw.workplace.co.kr/main","강민석야,우리 캡스톤 디자인 발표 자료 구글 드라이 브에 올려놨어.확인해봐. https:/l/gw.workplace.co.kr/main",,99.24
normal_0337.png,이번 신규 플랫폼 런칭 TF 팀원분들 주목! 오늘 퇴근 전까지에 킥오프 미팅 진행합니다. http://it-support.internal/ticket,이번 신규 플랫폼 런칭 TF 팀원분들 주목! 오늘 퇴 근 전까지에 킥오프 미팅.진행합니다. https://it-support.internal/ticket,,98.59
normal_0338.png,오늘 오전 외부 미팅으로 인해 오후 2시에 사무실 복귀 예정입니다. 급한 건은 전화 주세요.,오늘 오전 외부 미팅으로 인해 오후 2시에 사무 실 복귀 예정입니다.급한 건은 전화 주세요.,,100
normal_0339.png,[카카오톡] 인증번호 [756300]를 입력해 주세요. (타인 노출 금지),[카카오톡] 인증번호 [756300]를 입력해 주세요.(타 인 노출 금지),,100
normal_0340.png,"최현우 씨, 아까 공유해준 신규 플랫폼 런칭 파일 수정사항 반영해서 다시 전달 부탁해요.","최현우 씨,아까 공유해준 신규 플랫폼 런칭 파 일 수정사항 반영해서 다시 전달 부탁해요.",,100
normal_0341.png,(광고) [무신사] 신규 컬렉션 런칭! 오직 무신사에서만 만날 수 있는 단독 할인 혜택을 확인하세요. 혜택: 전 상품 14% 쿠폰 제공 무료수신거부 080-268-7991,(광고)[무신사] 신규 컬렉션 런칭!오직 무신사에서만 만날 수 있는 단 독 할인 혜택을 확인하세요. 혜택: 전 상품 14% 쿠폰 제공 무료수신거부 080-268-7991,,100
normal_0342.png,합격 축하해! 드디어 고생한 보람이 있네 ㅠㅠ 이따가 홍대 입구에서 내가 쏠게!,합격 축하해! 드디어 고생한 보람이 있네 ㅠㅠ 이따 가 홍대 입구에서 내가 쓸게!,,96.97
normal_0343.png,(광고) [다이소] [품절임박] 고객님이 찜하신 상품의 재고가 얼마 남지 않았습니다. 서둘러 확인하세요! 무료수신거부 080-612-1583,(광고)[다이소] [품절임박] 고객님이 찜하신 상품의 재고가 얼마 남지 않았습니다.서둘러 확인하세요! 무료수신거부 080-612-1583,,100
normal_0344.png,(광고) [다이소] 신규 컬렉션 런칭! 오직 다이소에서만 만날 수 있는 단독 할인 혜택을 확인하세요. 혜택: 전 상품 19% 쿠폰 제공 무료수신거부 080-377-8117,(광고) [다이소] 신규 컬렉션 런칭! 오직 다이소에서만 만날 수 있 는 단독 할인 혜택을 확인하세요. 혜택: 전 상품19% 쿠폰 제공 무료수신거부080-377-8117,,100
normal_0345.png,"강민석 씨, 아까 공유해준 클라우드 전환 파일 수정사항 반영해서 다시 전달 부탁해요.","강민석 씨,아까 공유해준 클라우드 전환 파일 수정사 항 반영해서 다시 전달 부탁해요.",,100
normal_0346.png,오늘 오전 외부 미팅으로 인해 점심시간 직후에 사무실 복귀 예정입니다. 급한 건은 전화 주세요.,오늘 오전 외부 미팅으로 인해 점심시간 직후에 사무실 복귀 예정입니다.급한 건은 전화 주세요.,,100
normal_0347.png,[쿠팡] 주문하신 상품이 출고되었습니다. 송장번호: 4274-9894 배송조회: https://m.쿠팡.com,[쿠팡] 주문하신 상품이 출고되었습니다. 송장번호: 4274-9894 배송조회:https://m.쿠팡.com,,100
normal_0348.png,방금 영화 보기로 한 거 자료 단톡방에 올렸어. 병훈 너만 확인하면 될 듯!,방금 영화 보기로 한 거 자료 단톡방에 올렸어. 병훈 너만 확인하면 될 듯!,,100
normal_0349.png,[대한항공] 항공권 예매 완료 예약번호: ABC12D 노선: 김포(GMP)->제주(CJU) 일시: 03/29 21:07 출발 3시간 전 카운터 방문 바랍니다.,궁미 운은 [운의해그] 예약번호:ABC12D 노선:김포(GMP)->제주(CJU) 일시: 03/29 21:07 출발 3시간 전 카운터 방문 바랍니다.,,86.52
normal_0350.png,[IT지원] PC 보안 프로그램 업데이트가 필요합니다. 오늘 퇴근 전까지 전까지 재부팅 부탁드립니다.,[IT지원] PC 보안 프로그램 업데이트가 필요합니 다.오늘 퇴근 전까지 전까지 재부팅 부탁드립니다,,98.88
normal_0351.png,(광고) [올리브영] [올영세일] 오늘이 마지막! 최대 70% 할인 + 선착순 쿠폰 팩 증정. 지금 가까운 매장이나 '오늘드림'으로 만나보세요. 무료수신거부 080-832-2737,(광고)[올리브영] [올영세일]오늘이 마지막!최대 70% 할인+선착순 쿠폰 팩 증정. 지금 가까운 매장이나'오늘드림'으로 만나보세요. 무료수신거부 080-832-2737 .,,99.39
normal_0352.png,(광고) [올리브영] [올영세일] 오늘이 마지막! 최대 70% 할인 + 선착순 쿠폰 팩 증정. 지금 가까운 매장이나 '오늘드림'으로 만나보세요. 무료수신거부 080-126-2539,(광고) [올리브영] [올영세일] 오늘이 마지막!최대 70%할인+선착순 쿠폰 팩 증정. 지금 가까운 매장이나'오늘드림'으로 만나보세요. 무료수신거부 080-126-2539,,100
normal_0353.png,[IT지원] PC 보안 프로그램 업데이트가 필요합니다. 이번 주 금요일 전까지 재부팅 부탁드립니다.,[IT지원] PC 보안 프로그램 업데이트가 필요합 니다.이번 주 금요일 전까지 재부팅 부탁드립니 다.,,100
normal_0354.png,(광고) [올리브영] [올영세일] 오늘이 마지막! 최대 70% 할인 + 선착순 쿠폰 팩 증정. 지금 가까운 매장이나 '오늘드림'으로 만나보세요. 무료수신거부 080-648-2881,(광고)[올리브영] [올영세일] 오늘이마지막!최대 70% 할인+선착 순 쿠폰 팩 증정. 지금 가까운 매장이나'오늘드림'으로 만나보세요. 무료수신거부 080-648-2881 √,,99.39
normal_0355.png,벌써 종강이네! 이번 학기 고생 많았고 오늘 저녁 7시에 다 같이 파티 한 번 하자.,벌써 종강이네!이번 학기 고생 많았고 오늘 저녁7 시에 다 같이 파티 한 번 하자.,,100
normal_0356.png,"김철수야, 우리 신규 플랫폼 런칭 발표 자료 구글 드라이브에 올려놨어. 확인해봐. https://docs.google.com/spreadsheets/d/work123","김철수야,우리 신규 플랫폼 런칭 발표 자료 구글 드라이브에 올려났어.확인해봐. https://docs.google.com/spreadsheets/d/work123",,98.77
normal_0357.png,"태희야, 미안한데 나 지금 강남역 11번 출구인데 교안 복사본 좀 가져다줄 수 있어?","태희야,미안한데 나 지금 강남역 11번 출구인 데 교안 복사본 좀 가져다줄 수 있어?",,100
normal_0358.png,이번 주말에 시간 돼? 오랜만에 애들이랑 우리 집 앞 편의점에서 얼굴 좀 보자.,이번 주말에 시간 돼?오랜만에 애들이랑 우리 집 앞 편 의점에서 얼굴 좀 보자.,,100
normal_0359.png,[재무회계과] 사내 네트워크 안정화 작업 안내. 오전 10시 30분에 점검 예정입니다.,[재무회계과] 사내 네트워크 안정화 작업 안내. 오전 10시 30분에 점검 예정입니다.,,100
normal_0360.png,"과장님, 금일 갑작스러운 개인 사정으로 오늘 퇴근 전까지부터 반차 사용하고자 합니다. 결재 부탁드립니다.",융 그루어이워해하루은,,3.57
normal_0361.png,(광고) [무신사] [품절임박] 고객님이 찜하신 상품의 재고가 얼마 남지 않았습니다. 서둘러 확인하세요! 무료수신거부 080-980-5247,(광고)[무신사] [품절임박] 고객님이 찜하신 상품의 재고가 얼마 남지 않았습니다.서둘러 확인하세요! 무료수신거부 080-980-5247,,100
normal_0362.png,"누나, 저 오늘 스터디 모임 때문에 좀 늦을 것 같아요. 저녁 먼저 드세요!","누나,저 오늘 스터디 모임 때문에 좀 늦을 것 같아요 .저녁 먼저 드세요!",,100
normal_0363.png,"최현우야, 우리 차세대 보안 솔루션 발표 자료 구글 드라이브에 올려놨어. 확인해봐. http://intra.company.com/notice/129","최현우야,우리 차세대 보안 솔루션 발표 자료 구글 드 라이브에올려놨어.확인해봐. https://intra.company.com/notice/129",,99.3
normal_0364.png,"희진님, 운동 관련해서 물어볼 게 있는데 오늘 저녁 7시에 통화 가능해?","희진님,운동 관련해서 물어볼 게 있는데 오늘 저녁 7시에 통화 가능해?",,100
normal_0365.png,(광고) [배달의민족] 비오는 날엔 역시 파전? 지금 바로 쓸 수 있는 5천원 쿠폰이 도착했습니다. 배민클럽 회원이라면 배달팁 무제한 무료! 무료수신거부 080-659-8673,(광고) [배달의민족] 비오는 날엔 역시 파전?지금 바로 쓸 수 있는 5천원 쿠 폰이 도착했습니다. 배민클럽 회원이라면 배달팁 무제한 무료! 무료수신거부 080-659-8673,,100
normal_0366.png,[무신사] 배송완료 안내 고객님의 소중한 상품이 '문 앞'에 배송되었습니다. 사진 확인: https://무신사.com/order/status,[무신사]배송완료 안내 고객님의 소중한 상품이'문 앞'에 배송되었습니다. 사진 확인:https://무신사.com/order/status,,100
normal_0367.png,"석준야, 저번에 빌린 1,140,000원원 지금 입금했어. 깜빡해서 미안해!","석준야,저번에 빌린 1,140,000원원 지금 입금했 어.깜빡해서 미안해!",,100
normal_0368.png,[당근] 당근마켓 인증번호 [404343]입니다.,[당근] 당근마켓 인증번호[404343]입니다.,,100
normal_0369.png,[신한은행] 오픈뱅킹 등록 안내 타행 계좌 3건이 성공적으로 연결되었습니다. 이제 신한은행 앱에서 한 번에 관리하세요.,H거 눌을 온육금어 [긍희] 타행 계좌 3건이 성공적으로 연결되었습니다.이 제 신한은행 앱에서 한 번에 관리하세요.,,78.43
normal_0370.png,[기상청] 금일 19시부로 수도권 지역 한파주의보 발효. 건강관리에 유의하시기 바랍니다.,[기상청] 금일 19시부로 수도권 지역 한파주의 보 발효.건강관리에 유의하시기 바랍니다.,,100
normal_0371.png,(광고) [CGV] [생일축하] 고객님의 생일을 축하하며 매점 콤보 50% 할인권을 드립니다. 행복한 영화 관람 되세요! 무료수신거부 080-343-9120,(광고) [CGV] [생일축하] 고객님의 생일을 축하하며 매점 콤 보 50% 할인권을 드립니다.행복한 영화 관람 되세요! 무료수신거부 080-343-9120-,,99.3
normal_0372.png,오늘 저녁 7시에 시간 돼? 오랜만에 애들이랑 코엑스 몰에서 얼굴 좀 보자.,오늘 저녁 7시에 시간 돼?오랜만에 애들이랑 코엑 스 몰에서 얼굴 좀 보자.,,100
normal_0373.png,오늘 오전 외부 미팅으로 인해 내일 오전 중에 사무실 복귀 예정입니다. 급한 건은 전화 주세요.,오늘 오전 외부 미팅으로 인해 내일 오전 중에 사무 실 복귀 예정입니다.급한 건은 전화 주세요. -,,98.73
normal_0374.png,이번 신규 플랫폼 런칭 TF 팀원분들 주목! 오후 2시에 킥오프 미팅 진행합니다. https://gw.workplace.co.kr/main,이번 신규 플랫폼 런칭 TF 팀원분들 주목! 오후 2 시에 킥오프 미팅 진행합니다. https://gw.workplace.co.kr/main,,100
normal_0375.png,[카카오톡] 인증번호 [273520]를 입력해 주세요. (타인 노출 금지),[카카오톡] 인증번호 [273520]를 입력해 주세 요.(타인 노출 금지),,100
normal_0376.png,"(광고) [배달의민족] 고객님, '더귀한분' 등급 유지를 위해 주문 1회가 부족해요! 이 달의 혜택을 놓치지 마세요. 무료수신거부 080-949-6818","(광고) [배달의민족] 고객님,'더귀한분'등급 유지를 위해 주문 1회가 부족 해요! 이 달의 혜택을 놓치지 마세요. 무료수신거부 080-949-6818",,100
normal_0377.png,"교수님, 신규 플랫폼 런칭 조장 박지민입니다. 이번 주 오전 10시 30분에 상담 가능하신가요?","교수님,신규 플랫폼 런칭 조장 박지민입니다. 이번 주 오전 10시 30분에 상담 가능하신가요?",,100
normal_0378.png,"강민석 씨, 아까 공유해준 차세대 보안 솔루션 파일 수정사항 반영해서 다시 전달 부탁해요.","강민석 씨,아까 공유해준 차세대 보안 솔루션 파일 수정사항 반영해서 다시 전달 부탁해요.",,100
normal_0379.png,"(광고) [야놀자] [여름휴가 얼리버드] 국내 숙소 최대 50,000원 할인권 발급! 지금 예약하면 8월 휴가비가 절반으로. 무료수신거부 080-194-1126","(광고) [야놀자] [여름휴가 얼리버드] 국내 숙소 최대 50,000원 i큰륨곤어를 지금 예약하면 8월 휴가비가 절반으로. 무료수신거부 080-194-1126",,91.78
normal_0380.png,다다음주 월요일에 시간 돼? 오랜만에 애들이랑 홍대 입구에서 얼굴 좀 보자.,다다음주 월요일에 시간 돼?오랜만에 애들이 랑 홍대 입구에서 얼굴 좀 보자.,,100
normal_0381.png,"(광고) [배달의민족] 고객님, '더귀한분' 등급 유지를 위해 주문 1회가 부족해요! 이 달의 혜택을 놓치지 마세요. 무료수신거부 080-291-7163","(광고) [배달의민족] 고객님,'더귀한분'등급 유지를 위해 주문 1회가 부족 해요!이 달의 혜택을 놓치지 마세요. 무료수신거부 080-291-7163",,100
normal_0382.png,[기상청] 금일 20시부로 수도권 지역 한파주의보 발효. 건강관리에 유의하시기 바랍니다.,[기상청] 금일 20시부로 수도권 지역 한파주의 보 발효.건강관리에 유의하시기 바랍니다.,,100
normal_0383.png,[IT지원] PC 보안 프로그램 업데이트가 필요합니다. 오후 2시 전까지 재부팅 부탁드립니다.,[IT지원] PC 보안 프로그램 업데이트가 필요합니 다.오후 2시 전까지 재부팅 부탁드립니다.,,100
normal_0384.png,"팀장님, 오늘 퇴근 전까지로 예정된 신규 플랫폼 런칭 미팅 장소를 제1회의실로 변경했습니다.","팀장님,오늘 퇴근 전까지로 예정된 신규 플랫폼 런칭 미팅 장소를 제1회의실로 변경했습니다.",,100
normal_0385.png,"[국민카드] 승인취소 -1,700,000원 03/29 21:07 이용처: 배달의민족 정상 취소 처리되었습니다.","[국민카드]승인취소 -1,700,000원 03/29 21:07 이용처:배달의민족 정상 취소 처리되었습니다.",,100
normal_0386.png,(광고) [CGV] 기다리던 기대작 '블록버스터' 개봉! 지금 예매하고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기: https://cgv.kr/search 무료수신거부 080-294-3830,(광고)[CGV] 기다리던 기대작'블록버스터'개봉! 지금 예매하고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기:https://cgv.kr/search 무료수신거부 080-294-3830,,100
normal_0387.png,[KORAIL] 승차권 예매 안내 03/29 21:07 서울->부산 열차: KTX 743호 좌석: 12A,[KORAIL]승차권 예매 안내 03/29 21:07 서울->부산 열차:KTX743호 좌석:12A,,100
normal_0388.png,(광고) [올리브영] [올영세일] 오늘이 마지막! 최대 70% 할인 + 선착순 쿠폰 팩 증정. 지금 가까운 매장이나 '오늘드림'으로 만나보세요. 무료수신거부 080-752-7831,(광고)[올리브영] [올영세일]오늘이 마지막!최대 70% 할인 +선착 순 쿠폰 팩 증정. 지금 가까운 매장이나'오늘드림'으로 만나보세요. 무료수신거부 080-752-7831,,100
normal_0389.png,[민원24] 신청하신 서류 발급이 완료되었습니다. 홈페이지에서 출력 가능합니다.,[민원24]신청하신 서류 발급이 완료되었습니 다. 홈페이지에서 출력 가능합니다.,,100
normal_0390.png,(광고) [CGV] [생일축하] 고객님의 생일을 축하하며 매점 콤보 50% 할인권을 드립니다. 행복한 영화 관람 되세요! 무료수신거부 080-519-4971,(광고)[CGV]. [생일축하] 고객님의 '생일을 축하하며 매점 콤보 50 %할인권을 드립니다.행복한 영화 관람 되세요! 무료수신거부 080-519-4971,,98.61
normal_0391.png,(광고) [CGV] 기다리던 기대작 '블록버스터' 개봉! 지금 예매하고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기: https://cgv.kr/search 무료수신거부 080-727-5746,(광고) [CGV] 기다리던 기대작'블록버스터'개봉! 지금 예매하고 포 토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기:https://cgv.kr/search 무료수신거부 080-727-5746,,100
normal_0392.png,"(광고) [올리브영] 고객님, 장바구니에 담아두신 상품이 세일 중입니다. 품절되기 전에 확인하세요! 무료수신거부 080-474-5902","(광고)[올리브영] 고객님,장바구니에 담아두신 상품이 세일 중입니 다. 품절되기 전에 확인하세요! 무료수신거부 080-474-5902",,100
normal_0393.png,"준철야, 저번에 빌린 310,000원원 지금 입금했어. 깜빡해서 미안해!","준철야,저번에 빌린 310,000원원 지금 입금했어 .깜빡해서 미안해!",,100
normal_0394.png,다들 고생 많으셨습니다. 이번 상반기 성과지표 성공 기념으로 오후 2시에 부서 회식 진행하겠습니다.,다들 고생 많으셨습니다.이번 상반기 성과지표 성 공 기념으로 오후 2시에 부서 회식 진행하겠습니 다.,,100
normal_0395.png,"(광고) [배달의민족] 고객님, '더귀한분' 등급 유지를 위해 주문 1회가 부족해요! 이 달의 혜택을 놓치지 마세요. 무료수신거부 080-868-8146","(광고) [배달의[민족] 고객님,'더귀한분'등급 유지를 위해 주문 1회가 부 족해요! 이 달의 혜택을 놓치지 마세요. 무료수신거부 080-868-8146",,99.28
normal_0396.png,나 지금 홍대 입구인데 너 어디야? 캡스톤 회의 같이 하자 ㅋㅋㅋ,나 지금 홍대 입구인데 너 어디야?캡스톤 회의 같이 하자ㅋㅋㅋ,,100
normal_0397.png,[11번가] 배송완료 택배함(또는 경비실)에 물품을 보관하였습니다. 소중한 상품을 확인해주세요. 구매확정: https://11번가.com/confirm,[11번가]배송완료 택배함(또는 경비실)에 물품을 보관하였습니다.소 중한 상품을 확인해주세요. 구매확정:https://11번가.com/confirm,,100
normal_0398.png,합격 축하해! 드디어 고생한 보람이 있네 ㅠㅠ 이따가 중앙도서관 3층에서 내가 쏠게!,합격 축하해!드디어고생한 보람이 있네 ㅠㅠ 이따가 중앙도서관 3층에서 내가 쓸게!,,97.22
normal_0399.png,"정다은 주임님, 요청하신 고객 만족도 조사 관련 분석 보고서 메일 발송했습니다.","정다은 주임님,요청하신 고객 만족도 조사 관련 분석 보고서 메일 발송했습니다..",,98.55
normal_0400.png,"최현우야, 우리 캡스톤 디자인 발표 자료 구글 드라이브에 올려놨어. 확인해봐. https://docs.google.com/spreadsheets/d/work123","최현우야,우리 캡스톤 디자인 발표 자료 구글 드라 이브에 올려났어.확인해봐. https://docs.google.com/spreadsheets/d/work123",,98.75
smishing_0401.png,"[다날] 4,550,000원 휴대폰 결제 완료. 콘텐츠 이용료 확인: http://sh-c.ard.top","[다날]4,550,000원 휴대폰 결제 완료.콘텐츠 이용료 확인: https://sh-c.ard.top",,99.01
smishing_0402.png,[금융감독원] 2026년 소상공인 특별 손실보상금 신청 대상자입니다. 오늘 마감: http://kb-safe.xyz,[금융감독원]2026년 소상공인 특별 손실보상 금 신청 대상자입니다.오늘 마감: https://kb-safe.xyz,,99.1
smishing_0403.png,[Web발신] 주문하신 상품 해외결제 승인 배송 예정. 결제 내역 상세 조회: http://v-gov.net,[Web발신] 주문하신 상품 해외결제 승인 배송 예정 -결제 내역 상세 조회:https://v-gov.net,,96.97
smishing_0404.png,[서민금융] 저금리 전환대출 혜택 안내. 기존 고금리 채무를 NH농협 저금리로 대환:_ http://bit.ly/auth-kr,[서민금융] 저금리 전환대출 혜택 안내.기존 고금리 채무를 NH농협 저금리로 대환:_ https://bit.ly/auth-kr,,99.16
smishing_0405.png,"[카카오페이] 가상자산 에어드랍 이벤트. 4,750,000원 상당의 코인 지급: http://bit.ly/auth-kr","[카카오페이]가상자산 에어드랍 이벤트.4,750, o00원 상당의 코인 지급:https://bit.ly/auth-kr",,97.44
smishing_0406.png,(광고)[KB국민은행] 마이너스 통장 한도 증액 이벤트. 비대면 간편 신청: http://v-gov.net /,(광고)[KB국민은행] 마이너스 통장 한도 증액 이 벤트.비대면 간편 신청: https://v-gov.net/,,99.03
smishing_0407.png,(광고)공모주 원격지원 앱 관련 사전 청약 안내. 100 % 당첨 보장: http://v-gov.net,(광고)공모주 원격지원 앱 관련 사전 청약 안내.1 00 %당첨 보장:https://v-gov.net,,98.92
smishing_0408.png,(광고)공모주 아이패드 프로 관련 사전 청약 안내. 100% 당첨 보장: ht_tp://bit.ly/auth-kr ..,(광고)공모주 아이패드 프로 관련 사전 청약 안내. 100%당첨 보장: ht_tp:/bit.ly/auth-kr..,,99.08
smishing_0409.png,[NH농협] 비대면 특례보증 대출 승인 완료. 서류 없이 즉시 입금 가능: http://kb-safe.xyz,[NH농협] 비대면 특례보증 대출 승인 완료. 서류 없 이즉시 입금 가능:https://kb-safe.xyz,,98.99
smishing_0410.png,"[Apple] 가상자산 에어드랍 이벤트. 3,850,000원 상당 의 코인 지급: http://sh-card.top -","[Apple]가상자산 에어드랍 이벤트.3,850,000원 상당의코인 지급:https://sh-card.top- -",,98.25
smishing_0411.png,[Web발 신] 주문하신 상품 보안 승급 배송 예정. 결제 내역 상세 조회: http://kb-safe.xyz,[Web발 신] 주문하신 상품 보안 승급 배송 예정.결제 내역 상세 조회:https://kb-safe.xyz,,98.99
smishing_0412.png,[검찰청] 귀하의 계좌가 범죄 자금 세탁에 연루되었습니다. 긴급 소명 절차 안내: http://sh-card.top,[검찰청] 귀하의 계좌가 범죄 자금 세탁에 연루 되었습니다.긴급 소명 절차 안내: https://sh-card.top,,99.07
smishing_0413.png,[국세청] 종부세 _및 양도소득세 미납 고지서 발부. 체납 시 압류 예정: http://sh-card.top,[국세청] 종부세 _및 양도소득세 미납 고지서 발부. 체납 시압류 예정:https://sh-card.top J,,98
smishing_0414.png,"[하나은행] 고객님, 장기 미사용 계좌 포인트가 4,050,000원 있습니다. 현금 전환: http://cj-v.link","[하나은행] 고객님,장기 미사용 계좌 포인트가 4,050 .O00원 있습니다.현금 전환:https://cj-v.link",,95.65
smishing_0415.png,[서민금융] 저금리 전환대출 혜택 안내. 기존 고금리 채무를 카카오뱅크 저금리로 대환: http://bit.ly/auth-kr,[서민금융] 저금리 전환대출 혜택 안내.기존 고 금리 채무를 카카오뱅크 저금리로 대환: https://bit.ly/auth-kr,,99.16
smishing_0416.png,[해외발송] Amazon 결제 승인 $684.00. 주문 내역 확인 및 취소 요청: http://kb-safe.xyz,[해외발송]Amazon 결제 승인 $684.00.주문 내역 확인 및 취소 요청: hittp://kb-safe.xyz -,,98.18
smishing_0417.png,"[국민카드] 고객님, 해외 IP에서 거액의 결제가 시도되었습니다. 본인 확인 필수: http://bit.ly/auth-kr /","[국민카드] 고객님,해외 IP에서 거액의 결제가 시도되었습니다.본인 확인 필수: https://bit.ly/auth-kr /",,99.16
smishing_0418.png,[법원] 민사 소송 피고 소환장 전달 안내. 전자 소송 사이트에서 확인: http://sh-card.top,[법원] 민사 소송 피고 소환장 전달 안내.전자 소 송 사이트에서 확인:https://sh-card.top,,98.97
smishing_0419.png,"[롯데카드] 고객님, 해외 IP에서 거액의 결제가 시도되었습니다. 본인 확인 필수: http://sh-card.top .","[롯데카드] 고객님,해외 IP에서 거액의 결제가 시도되었습니다.본인 확인 필수: https://sh-card.top .",,99.12
smishing_0420.png,[Apple] 귀하의 계정이 새로운 기기에서 로그 인되었습니다. 본인이 아니면 암호 재설정: http://v-gov.net,[Apple] 귀하의 계정이 새로운 기기에서 로그 인 되었습니다.본인이 아니면 암호 재설정: https://v-gov.net,,99.13
smishing_0421.png,"[다날] 4,500,000원 휴대폰 결제 완료. 콘텐츠 이용료 확인: http://kb-safe.xyz","[다날]4,500,000원 휴대폰 결제 완료.콘텐츠 이 용료 확인: https://kb-safe.xyz",,98.99
smishing_0422.png,"[국세청] 국민건강보험 환급금 1,450,000원 미수령 상태입니_다. 즉시 환급: http://bit.ly/auth-kr","[국세청] 국민건강보험 환급금 1,450,000원 미 수령 상태입니_다.즉시 환급: https://bit.ly/auth-kr",,99.17
smishing_0423.png,[Web 발 신][VIP투자] 내일 상한가 확정 종목 무료 공개. 정보 확인: http://sh-card.top,[Web발 신][VIP투자] 내일 상한가 확정 종목 무료 공개.정보 확인:https://sh-card.top,,99.03
smishing_0424.png,[롯데카드] 카드 발급 신청이 접수되었습니다. 본인 미신.청 시 즉시 차단: http://sh-card.top,[롯데카드]카드 발급 신청이 접수되었습니다.본 인 미신.청 시 즉시 차단:https://sh-card.top,,99.03
smishing_0425.png,"(광고)[IBK기업] 정부지원 대환대출 안내. 연 2.1%~ 고정금리, 최대 1억 한도 확정: http://sh-card.top","(광고)[IBK기업]정부지원 대환대출 안내.연 2.1 %~고정금리,최대 1억 한도 확정: https://sh-card.top",,99.17
smishing_0426.png,[NH농협] 비대면 특례보증 대출 승인 완료. 서류 없이 즉시 입금 가능: http://kb-safe.xyz,[NH농협] 비대면 특례보증 대출 승인 완료. 서류 없이 즉시입금 가능:https://kb-safe.xyz,,98.99
smishing_0427.png,(광고)[수익인증] 주식투자 300% 수익 달성! 비법 공유방 입장하기: http_://sh-card.top,(광고)[수익인증]주식투자300%수익 달성! 비법 공유방입장하기:http_://sh-card.top,,100
smishing_0428.png,[VIP정보] 대기업 M&A 내부 정보 유출. 단기 폭/등주 확인하기: http://cj-v.link .,[VIP정보]대기업 M&A 내부 정보 유출.단기 폭/등주 확인하기: https://cj-v.link.,,98.97
smishing_0429.png,[서민금융진흥원] 귀하는 명의도용 사건의 피의자로 신고되었습니다. 진술서 확인: http://kb-safe.xyz,[서민금융진흥원] 귀하는 명의도용 사건의 피의 자로 신고되었습니다.진술서 확인: https://kb-safe.xyz,,99.1
