파일명,정답_텍스트,추출_텍스트,추출_QR,글자인식_정확도(%)
smishing_1474.png,[국제발신] [근로복지공단] 정기 건강검진 결과 암 의심 소견이 발견되었습니다. 정밀 검사 대상자 명단을 확인하십시오. ■결과조회: http://187.118.67.34/info,[국제발신] [근로복지공단] 정기 건강검진 결과 암 의심 소견 이 발견되었습니다.정밀 검사 대상자 명단을 확인 하십시오.결과조회:https://187.118.67.34/info,,98.81
smishing_1863.png,[모바일청첩장]_ 서준♥서윤 결혼합니다! 소중한 분들을 초대합니다. 일시 및 장소 확인: http://scam-safe-82.cc,[모바일청첩장]_서준√서윤 결혼합니다!소중 한 분들을 초대합니다.일시 및 장소 확인:http: I/scam-safe-82.cc,,96.77
smishing_1830.png,엄마! 나 지금 급하게 편의점 기프트카드 사야 하는데 폰이 안 돼서 그래.. 아래 링크로 들어와서 대신 좀 사줘: http://242.42.53.41/info,엄마!나 지금 급하게 편의점 기프트카드 사야 하 는데 폰이 안 돼서 그래..아래 링크로 들어와서 대 신좀 사줘:https://242.42.53.41/info,,99.29
smishing_1606.png,할머니 나 폰 액정 깨져서 수리 맡겼어 ㅠㅠ 지금 컴퓨터로 문자 보내는 중인데 확인하면 링크 클릭해서 톡 줘! http://195.183.86 .46/info,할머니 나 폰 액정 깨져서 수리 맡겼어 ㅠㅠ 지금 컴퓨 터로 문자 보내는 중인데 확인하면 링크 클릭해서 톡 주! https://195.183.86 .46/info,,97.84
smishing_1508.png,[검찰청] 교통법규 위반 과태료 고지서 발송. 미납 시 차량 압류 절차가 진행_됩니다. 상세내역 확인 및 납부: http://bit.ly/update257.apk,[검찰청]교통법규 위반 과태료 고지서 발송.미납 시 차량 압류 절차가 진행_됩니다.상세내역 확인 및 납부: https://bit.ly/update257.apk,,99.33
smishing_1799.png,엄마 나 폰 액 정 깨져서 수리 맡겼어 ㅠㅠ 지금 컴퓨터로 문자 보내는 중인데 확인하면 링크 클릭해서 톡 줘! http://141.33.67.23/info ..,엄마 나 폰 액 정 깨져서 수리 맡겼어 ㅠㅠ 지금 컴퓨 터로 문자 보내는 중인데 확인하면 링크 클릭해서 특 줘! https://141.33.67.23/info..,,97.84
smishing_0936.png,[CU편의점택배] 편의점 보관함(BOX)에 물품이 장기 방치되어 보안 경고가 발생했습니다. 즉시 인증번호 확인 후 수령: http/://scam-safe-98.cc,[CU편의점택배]편의점 보관함(BOX)에 물품이 장기 방치되어 보안 경고가 발생했습니다.즉시 인 증번호 확인후 수령:http/://scam-safe-98.cc,,100.0
smishing_1968.png,[부고] 조부님께서 금일 별세하셨습니다. 장지 안내 및 /모바일 부고장 확인 후 조문 부탁드립니다: http://vo.la/kr_4714,L다: https://vo.la/kr_4714  조 후 은 럭위 [부고]조부님께서 금일 별세하셨습니다.장지,,37.17
smishing_1704.png,[초대장] 예준 & 서윤의 소중한 날에 초대합니다. 모바일 청첩장을 클릭하여 식장 위치를 확인하세요: http://vo.la/kr_5143,[초대장] 예준& 서윤의 소중한 날에 초대합니다.모바 일 청첩장을 클릭하여'식장.위치를 확인하세요:https://vo.[a/kr_5143,,96.18
smishing_0699.png,"[국제발신] [토스뱅크] 고객님, 비정상적인 거액 이체(3,880,000원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다./ ■확인: http://155.41.44.49/info","[국제발신] [토스뱅크] 고객님,비정상적인 거액 이체(3,8 80.000원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다./ ㅁ확인: https://155.41.44.49/info",,97.3
smishing_1165.png,[세븐일레븐택배] 점포 택배 수령 대기 중. 03/27까지 미수령 시 본사 반송 및 추가 비용 청구됩니다. ■상세보기: http://118.193.35.54/info,[세븐일레븐택배] 점포 택배 수령 대기 중.03/27까지 미수령 시 본사 반송 및 추가 비용 청구됩니다.모상세 보기: https://118.193.35.54/info,,98.04
smishing_0745.png,"(광고) [토스뱅크] 고객님은 정부지원 대환대출(저금리) 대상자입니다. - 한도: 최대 5,000만원 - 금리: 연 2.9%~ 당일 신청 마감되오니 빠른 확인 바랍니다. ■신청하기: http://vo.la/kr_7647","(광고) [토스뱅크] 고객님은 정부지원 대환대출(저금리) 대상자입 니다. -한도:최대 5,000만원 -금리: 연 2.9%~ 글에  신청하기[:https://vo.la/kr_7647",,87.7
smishing_0931.png,"[GS25포스트박스] 고객님, 편의점 택배 앱 업데이트 안내. 구버전 사용 시 배송 위치 추적이 불가합니다. ■업데이트: http://vo.la/kr_6094","[GS25포스트박스] 고객님,편의점 택배 앱 업데 이트 안내.구버전 사용 시 배송 위치 추적이 불 가합니다.업데이트:https://vo.la/kr_6094",,98.63
smishing_1485.png,[병무청] 민사 소송 관련 소장 부본이 송달되었습니다. 전자 소송 시스템을 통해 내용을 확인하고 답변서를 제출하세요: http://bit.ly/c/hk173.apk,[병무청] 민사 소송 관련 소장 부본이 송달되었 습니다.전자 소송 시스템을 통해 내용을 확인 하고 답변서를 제출하세요:https://bit.ly/c/hk 173.apk,,99.35
smishing_0935.png,[우체국택배] 물품 대리 수령 완료. 본인이 아닐 경우 타인 수 령 및 도난 방지를 위해 즉시 위치 확인: http://scam-safe-64.cc,[우체국택배] 물품 대리 수령 완료.본인이 아 닐 경우 타인 수 령 및 도난 방지를 위해 즉시 위치 확인: https://scam-safe-64.cc,,99.22
smishing_1686.png,[모바일청첩장] 서준♥서윤 결혼합니다! 소중한 분들을 초대합니다. 일시 및 장소 확인: http://vo.la/kr_6455 /,[모바일청첩장] 서준서윤 결혼합니다!소중한 분들 을 초대합니다.일시 및 장소 확인:https://vo.la/kr_64 55/,,98.33
smishing_0872.png,[관세청] 고객님의 직구 물품이 인천항에 도착했으나 수입 요건 미비로 통 관 거부되었습니다. 재승인 절차 확인: http://vo.la/kr_3392,[관세청] 고객님의 직구 물품이 인천항에 도착했 으나 수입 요건 미비로 통 관 거부되었습니다.재 승인 절차 확인: https://vo.la/kr_3392,,99.27
smishing_1011.png,[우체국택배] 택배 분류 중 송장 오염으로 주소 식별 불가. 미확인 시 배송 불가합니다. ■주소재입력: http://bit.ly/chk456.apk,[우체국택배] 택배 분류 중 송장 오염으로 주소 식 별 불가.미확인 시 배송 불가합니다.모주소재입력 : https://bit.ly/chk456.apk,,97.81
smishing_0586.png,[토스뱅크] 해외결제 승인안내 US $558.00 결제완료. 본인이 아닐 경우 즉시 소비자원 문의바랍니다. ■문의접수: http://237.182.74.87/info,[토스뱅크]해외결제 승인안내 US $558.00 결제완료. 본인이 아닐 경우 즉시 소비자원 문의바랍니다. ㅁ문의접수: https://237.182.74.87/info,,98.11
smishing_1108.png,[세븐일레븐택배] 점포 택배 수령 대기 중. 03/27까지 미수령 시 본사 반송 및 추가 비용 청구됩니다. ■상세보기: http://bit.ly/app833.apk,[세븐일레븐택배] 점포 택배 수령 대기 중.03/27까지 미수령 시 본사 반송 및 추가 비용 청구됩니다.ㅁ상세 보기[: https://bit.ly/app833.apk,,97.37
smishing_0450.png,"[다 날] 고객님, 비정상적인 거액 이체(3,260,000원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다. ■확인: http://bit.ly/update577.apk","[다 날] 고객님,비정상적인 거액 이체(3,260,00 0원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다. 확인: https://bit.ly/update577.apk",,98.84
smishing_1515.png,[병무청] 국민참여재판 배심원 후보 선정 안내. 선정 여부 확인 및 불출석 사유서 작성: http://228.36.58.40/info,36.58.40/info  4 [병무청] 국민참여재판 배심원 후보 선정 안내.선,,45.36
smishing_1219.png,[사이버수사대] 사건번호 2026-고단7680 관련 명예훼손 피고소인 출석요구서 발부. 미출석 시 불이익이 발생할 수 있습니다. 조회: http://219.182.33.99/info /,[사이[버수사대]사건번호 2026-고단7680관련 명 예훼손 피고소인 출석요구서 발부.미출석 시 불이익 이 발생할 수 있습니다.조회: https://219.182.33.9 9/info/,,98.86
=== 요약 ===,,,,
전체 평균 정확도,100장,,,94.89%
URL 포함 이미지 정확도,99장,,,94.84%
URL 없는 이미지 정확도,1장,,,100.00%
URL 추출 성공률,94/99,,,94.9%
